	geneNAME	S1	S28	S6
K09729	K09729; uncharacterized protein	22.4613	0	0
K09740	K09740; uncharacterized protein	8.53531	0	0
K09747	ebfC; nucleoid-associated protein EbfC	172.952	307.419	407.905
K09748	rimP; ribosome maturation factor RimP	272.681	404.367	510.004
K09749	K09749; uncharacterized protein	603.761	12.8436	2.94516
K09758	asdA; aspartate 4-decarboxylase [EC:4.1.1.12]	98.8299	31.0733	46.1409
K09759	aspC, aspS; nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]	116.35	0	0
K09760	rmuC; DNA recombination protein RmuC	341.861	258.944	674.933
K09761	rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	284.81	436.684	552.709
K09762	whiA; cell division protein WhiA	120.842	525.346	349.002
K09763	K09763; uncharacterized protein	0	185.197	0
K09764	K09764; uncharacterized protein	68.7317	0	181.127
K09765	queH; epoxyqueuosine reductase [EC:1.17.99.6]	186.878	405.196	409.377
K09766	K09766; uncharacterized protein	86.7007	0	1.96344
K09767	yajQ; cyclic-di-GMP-binding protein	189.574	57.5892	109.953
K09768	K09768; uncharacterized protein	116.799	127.193	154.621
K09769	ymdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]	6.28917	295.818	101.608
K09770	K09770; uncharacterized protein	17.0706	0	0
K09771	TC.SMR3; small multidrug resistance family-3 protein	74.1224	180.225	25.0339
K09772	sepF; cell division inhibitor SepF	37.2858	295.818	269.973
K09773	ppsR; [pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]	361.178	435.441	225.305
K09774	lptA; lipopolysaccharide export system protein LptA	91.6422	9.11484	126.642
K09775	K09775; uncharacterized protein	17.5198	0	90.8091
K09776	K09776; uncharacterized protein	34.5904	0	0
K09777	remA; extracellular matrix regulatory protein A	22.4613	0	1.96344
K09778	lpxJ; Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]	0	0	10.7989
K09779	K09779; uncharacterized protein	89.3961	0	14.2349
K09780	K09780; uncharacterized protein	304.126	98.1917	54.4855
K09781	K09781; uncharacterized protein	0	112.693	68.7204
K09786	K09786; uncharacterized protein	297.837	0	0
K09787	K09787; uncharacterized protein	68.2824	186.854	293.044
K09788	prpF; 2-methylaconitate isomerase [EC:5.3.3.-]	178.792	36.4593	127.133
K09789	bioG; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	58.8487	32.3162	175.237
K09790	K09790; uncharacterized protein	85.8023	217.099	183.091
K09791	K09791; uncharacterized protein	50.3134	13.2579	80.0102
K09792	K09792; uncharacterized protein	0	0	78.5376
K09793	K09793; uncharacterized protein	77.7162	162.41	42.214
K09794	K09794; uncharacterized protein	53.458	0	12.2715
K09795	K09795; uncharacterized protein	0	0	141.859
K09796	pccA; periplasmic copper chaperone A	131.174	33.9735	87.3731
K09797	K09797; uncharacterized protein	22.4613	39.3595	52.0312
K09798	K09798; uncharacterized protein	65.1379	0	128.115
K09799	K09799; uncharacterized protein	2.24613	72.5044	16.1984
K09800	tamB; translocation and assembly module TamB	379.596	128.851	779.486
K09801	K09801; uncharacterized protein	134.768	14.9152	94.2452
K09802	K09802; uncharacterized protein	10.3322	0	113.389
K09803	K09803; uncharacterized protein	65.5871	0	18.1618
K09804	K09804; uncharacterized protein	0	0	14.2349
K09805	K09805; uncharacterized protein	0	0	15.2167
K09806	ubiK; ubiquinone biosynthesis accessory factor UbiK	169.808	9.94346	93.7543
K09807	K09807; uncharacterized protein	61.544	53.0318	7.85376
K09808	lolC_E; lipoprotein-releasing system permease protein	363.424	120.564	718.128
K09809	tagF; CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]	82.2085	879.582	70.6839
K09810	lolD; lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-]	181.488	54.689	145.295
K09811	ftsX; cell division transport system permease protein	382.292	153.709	493.314
K09812	ftsE; cell division transport system ATP-binding protein	344.557	134.651	695.058
K09813	hrtB; hemin transport system permease protein	0	217.099	15.2167
K09814	hrtA; hemin transport system ATP-binding protein [EC:7.6.2.-]	0	391.524	4.9086
K09815	znuA; zinc transport system substrate-binding protein	259.653	821.164	1109.34
K09816	znuB; zinc transport system permease protein	239.438	420.525	573.816
K09817	znuC; zinc transport system ATP-binding protein [EC:7.2.2.20]	311.314	410.582	427.539
K09818	ABC.MN.S; manganese/iron transport system substrate-binding protein	0	379.094	10.3081
K09819	ABC.MN.P; manganese/iron transport system permease protein	153.186	29.4161	31.9059
K09820	ABC.MN.A; manganese/iron transport system ATP-binding protein	41.3288	309.904	274.391
K09822	K09822; uncharacterized protein	9.88299	302.861	0
K09823	zur; Fur family transcriptional regulator, zinc uptake regulator	143.303	24.4443	80.9919
K09824	virK; uncharacterized protein	0	0	375.508
K09825	perR; Fur family transcriptional regulator, peroxide stress response regulator	95.236	253.973	378.453
K09857	K09857; uncharacterized protein	230.004	0	47.1226
K09858	K09858; SEC-C motif domain protein	132.522	44.7456	26.0156
K09859	K09859; uncharacterized protein	0	0	55.4672
K09861	K09861; uncharacterized protein	286.607	221.242	568.907
K09862	K09862; uncharacterized protein	0	0	68.2296
K09882	cobS; cobaltochelatase CobS [EC:6.6.1.2]	3.59381	0	0
K09888	zapA; cell division protein ZapA	243.93	251.487	352.928
K09889	yjgA; ribosome-associated protein	115.002	30.659	220.887
K09890	arfA; alternative ribosome-rescue factor	0	0	35.8328
K09891	K09891; uncharacterized protein	0	0	82.4645
K09892	zapB; cell division protein ZapB	3.59381	0	71.6656
K09893	rraB; regulator of ribonuclease activity B	0	0	80.9919
K09894	K09894; uncharacterized protein	0	0	59.3941
K09895	K09895; uncharacterized protein	0	39.7738	110.444
K09896	K09896; uncharacterized protein	0	0	75.1016
K09897	K09897; uncharacterized protein	0	0	87.3731
K09898	K09898; uncharacterized protein	0	0	18.1618
K09899	K09899; uncharacterized protein	5.39072	0	58.4124
K09900	E3.5.1.135; N4-acetylcytidine amidohydrolase [EC:3.5.1.135]	0	0	73.1382
K09901	K09901; uncharacterized protein	0	0	72.1564
K09902	K09902; uncharacterized protein	0	17.8154	69.2113
K09903	pyrH; uridylate kinase [EC:2.7.4.22]	285.259	452.842	616.52
K09904	K09904; uncharacterized protein	0	0	44.6683
K09906	epmC; elongation factor P hydroxylase [EC:1.14.-.-]	0	19.8869	109.953
K09907	K09907; uncharacterized protein	0	0	113.389
K09908	K09908; uncharacterized protein	0	0	100.626
K09909	K09909; uncharacterized protein	0	35.6307	86.3914
K09910	K09910; uncharacterized protein	0	0	66.2661
K09911	K09911; uncharacterized protein	0	0	103.571
K09912	K09912; uncharacterized protein	0	30.659	0
K09913	ppnP; purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]	22.9106	29.8304	5.39946
K09914	K09914; putative lipoprotein	12.1291	0	0
K09916	K09916; uncharacterized protein	4.94149	15.3295	4.9086
K09917	K09917; uncharacterized protein	0	0	34.3602
K09919	K09919; uncharacterized protein	278.97	0	0
K09921	K09921; uncharacterized protein	94.7868	0	0
K09922	K09922; uncharacterized protein	18.8675	31.4876	0
K09923	K09923; uncharacterized protein	0	0	121.733
K09924	K09924; uncharacterized protein	33.2428	0	106.026
K09925	K09925; uncharacterized protein	0	0	9.8172
K09926	K09926; uncharacterized protein	109.611	0	49.086
K09927	K09927; uncharacterized protein	10.3322	52.2032	0
K09928	K09928; uncharacterized protein	0	27.7588	0
K09929	K09929; uncharacterized protein	0	0	92.7726
K09930	K09930; uncharacterized protein	58.3995	0	174.746
K09931	K09931; uncharacterized protein	9.88299	0	13.2532
K09932	K09932; uncharacterized protein	179.241	11.1864	0
K09933	mtfA; MtfA peptidase	129.826	0	0
K09935	ybiA; N-glycosidase YbiA [EC:3.2.2.-]	20.6644	0	0
K09936	TC.BAT2; bacterial/archaeal transporter family-2 protein	100.178	306.176	26.9973
K09939	K09939; uncharacterized protein	124.885	13.6723	0
K09940	K09940; uncharacterized protein	5.39072	212.541	9.8172
K09941	K09941; uncharacterized protein	57.0518	0	56.9398
K09943	K09943; uncharacterized protein	87.15	0	56.4489
K09944	K09944; uncharacterized protein	0	0	45.65
K09946	K09946; uncharacterized protein	156.331	0	57.4306
K09947	K09947; uncharacterized protein	150.491	0	0
K09949	lpxI; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	0	0	1.96344
K09951	cas2; CRISPR-associated protein Cas2	79.9623	94.4629	195.362
K09952	csn1, cas9; CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]	113.654	439.998	644.009
K09954	K09954; uncharacterized protein	72.3255	0	1.96344
K09955	K09955; uncharacterized protein	599.718	511.674	0
K09956	K09956; uncharacterized protein	0	21.1299	0
K09957	K09957; uncharacterized protein	4.04304	0	0
K09958	K09958; uncharacterized protein	100.178	0	0
K09959	K09959; uncharacterized protein	0	13.6723	8.83548
K09960	K09960; uncharacterized protein	57.9502	0	35.3419
K09961	K09961; uncharacterized protein	95.6853	0	30.4333
K09962	K09962; uncharacterized protein	61.0948	66.704	195.362
K09963	K09963; uncharacterized protein	77.7162	356.307	381.398
K09964	K09964; uncharacterized protein	14.3753	19.0583	0
K09965	K09965; uncharacterized protein	138.362	0	0
K09966	K09966; uncharacterized protein	0	25.6873	0
K09967	K09967; uncharacterized protein	59.7471	0	0
K09968	K09968; uncharacterized protein	0	59.6608	71.6656
K09969	aapJ, bztA; general L-amino acid transport system substrate-binding protein	554.346	42.674	30.9242
K09970	aapQ, bztB; general L-amino acid transport system permease protein	271.333	0	0
K09971	aapM, bztC; general L-amino acid transport system permease protein	193.617	0	0
K09972	aapP, bztD; general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]	347.252	15.3295	18.1618
K09973	K09973; uncharacterized protein	76.3685	0	21.5978
K09974	K09974; uncharacterized protein	7.63685	0	3.92688
K09975	K09975; uncharacterized protein	99.2791	11.6007	0
K09976	K09976; uncharacterized protein	0	343.464	377.962
K09977	K09977; uncharacterized protein	0	26.1016	47.6134
K09979	K09979; uncharacterized protein	0	0	48.5952
K09981	K09981; uncharacterized protein	0	7.04328	12.2715
K09983	K09983; uncharacterized protein	46.7196	0	0
K09984	K09984; uncharacterized protein	4.04304	0	0
K09986	K09986; uncharacterized protein	0	19.8869	0
K09988	lyxA; D-lyxose ketol-isomerase [EC:5.3.1.15]	0	0	2.4543
K09989	K09989; uncharacterized protein	191.82	30.659	8.34462
K09990	K09990; uncharacterized protein	164.866	24.8586	0
K09992	K09992; uncharacterized protein	8.53531	0	3.92688
K09994	phnO; (aminoalkyl)phosphonate N-acetyltransferase [EC:2.3.1.280]	2.24613	0	0
K09996	artJ; arginine transport system substrate-binding protein	3.59381	0	16.6892
K09997	artI; arginine transport system substrate-binding protein	0	0	151.676
K09998	artM; arginine transport system permease protein	0	0	88.3548
K09999	artQ; arginine transport system permease protein	1.79691	0	108.48
K10000	artP; arginine transport system ATP-binding protein [EC:7.4.2.1]	0	0	110.934
K10001	gltI, aatJ; glutamate/aspartate transport system substrate-binding protein	708.43	29.8304	0
K10002	gltK, aatM; glutamate/aspartate transport system permease protein	143.303	29.8304	0
K10003	gltJ, aatQ; glutamate/aspartate transport system permease protein	71.8763	9.94346	0
K10004	gltL, aatP; glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]	99.7283	12.4293	80.9919
K10005	gluB; glutamate transport system substrate-binding protein	0	76.6475	5.89032
K10006	gluC; glutamate transport system permease protein	0	22.3728	1.96344
K10007	gluD; glutamate transport system permease protein	1.79691	22.3728	9.32634
K10008	gluA; glutamate transport system ATP-binding protein [EC:7.4.2.1]	4.04304	38.5309	0
K10009	tcyB, tcyL; L-cystine transport system permease protein	166.663	289.189	614.557
K10010	tcyC, tcyN; L-cystine transport system ATP-binding protein [EC:7.4.2.1]	153.636	298.718	417.231
K10012	arnC, pmrF; undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53]	14.3753	0	0
K10013	argT; lysine/arginine/ornithine transport system substrate-binding protein	16.1722	0	0
K10014	hisJ; histidine transport system substrate-binding protein	5.83995	0	16.6892
K10016	hisQ; histidine transport system permease protein	56.1533	0	0
K10017	hisP; histidine transport system ATP-binding protein [EC:7.4.2.1]	9.88299	0	0
K10022	aotJ; arginine/ornithine transport system substrate-binding protein	0	0	16.6892
K10023	aotM; arginine/ornithine transport system permease protein	54.8056	0	0
K10024	aotQ; arginine/ornithine transport system permease protein	56.1533	0	0
K10025	aotP; arginine/ornithine transport system ATP-binding protein [EC:7.4.2.1]	7.18763	0	0
K10026	queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	261.899	288.775	193.89
K10027	crtI; phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]	32.7935	284.217	204.689
K10036	glnH; glutamine transport system substrate-binding protein	181.937	269.716	407.414
K10037	glnP; glutamine transport system permease protein	149.592	0	0
K10038	glnQ; glutamine transport system ATP-binding protein [EC:7.4.2.1]	149.143	0	0
K10039	peb1A, glnH; aspartate/glutamate/glutamine transport system substrate-binding protein	29.1997	87.0053	228.25
K10040	peb1B, glnP, glnM; aspartate/glutamate/glutamine transport system permease protein	44.9227	135.48	383.853
K10041	peb1C, glnQ; aspartate/glutamate/glutamine transport system ATP-binding protein [EC:7.4.2.1]	7.18763	100.263	201.744
K10094	cbiK; nickel transport protein	0	0	27.979
K10107	kpsE; capsular polysaccharide transport system permease protein	337.818	0	163.947
K10108	malE; maltose/maltodextrin transport system substrate-binding protein	5.39072	0	54.4855
K10109	malF; maltose/maltodextrin transport system permease protein	0	0	23.5613
K10110	malG; maltose/maltodextrin transport system permease protein	129.826	0	35.8328
K10111	malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	189.574	0	2.4543
K10112	msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	606.007	541.504	570.87
K10117	msmE; raffinose/stachyose/melibiose transport system substrate-binding protein	255.61	115.178	323.477
K10118	msmF; raffinose/stachyose/melibiose transport system permease protein	366.569	63.8039	271.446
K10119	msmG; raffinose/stachyose/melibiose transport system permease protein	61.0948	30.2447	266.537
K10120	msmE; fructooligosaccharide transport system substrate-binding protein	16.6214	30.659	22.0887
K10121	msmF; fructooligosaccharide transport system permease protein	51.2118	21.9585	5.39946
K10122	msmG; fructooligosaccharide transport system permease protein	6.7384	13.6723	151.676
K10124	bglH; carbohydrate-specific outer membrane porin	17.0706	0	0
K10125	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]	119.045	0	0
K10126	dctD; two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD	55.7041	0	0
K10188	lacE, araN; lactose/L-arabinose transport system substrate-binding protein	89.3961	0	60.3758
K10189	lacF, araP; lactose/L-arabinose transport system permease protein	18.4183	0	39.2688
K10190	lacG, araQ; lactose/L-arabinose transport system permease protein	17.5198	0	41.7231
K10192	togB; oligogalacturonide transport system substrate-binding protein	7.18763	0	0
K10193	togM; oligogalacturonide transport system permease protein	8.08608	0	0
K10200	ngcE; N-acetylglucosamine transport system substrate-binding protein	15.7229	0	0
K10201	ngcF; N-acetylglucosamine transport system permease protein	16.1722	0	0
K10202	ngcG; N-acetylglucosamine transport system permease protein	21.1137	0	0
K10206	E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83]	289.751	82.0335	7.85376
K10208	crtM; 4,4'-diapophytoene synthase [EC:2.5.1.96]	0	133.408	0
K10209	crtN; 4,4'-diapophytoene desaturase [EC:1.3.8.2]	0	201.355	0
K10210	crtP; diapolycopene oxygenase [EC:1.14.99.44]	0	117.664	198.798
K10211	crtQ; 4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]	0	127.193	102.59
K10212	K10212, crtO; glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]	0	169.039	103.571
K10213	rihB; ribosylpyrimidine nucleosidase [EC:3.2.2.8]	1.79691	72.0901	0
K10215	ethA; monooxygenase [EC:1.14.13.-]	0	94.4629	0
K10216	dmpD, xylF; 2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9]	6.7384	0	0
K10217	dmpC, xylG, praB; aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]	61.0948	0	0
K10218	ligK, galC; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]	99.7283	0	0
K10220	ligJ; 4-oxalmesaconate hydratase [EC:4.2.1.83]	6.28917	0	0
K10221	ligI; 2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]	109.611	0	0
K10227	smoE, mtlE; polyol transport system substrate-binding protein	59.2979	0	0
K10228	smoF, mtlF; polyol transport system permease protein	2.24613	0	0
K10231	kojP; kojibiose phosphorylase [EC:2.4.1.230]	15.2737	0	0
K10232	aglE, ggtB; alpha-glucoside transport system substrate-binding protein	0	0	2.4543
K10237	thuF, sugA; trehalose/maltose transport system permease protein	26.9536	0	0
K10241	cebF; cellobiose transport system permease protein	16.1722	0	0
K10242	cebG; cellobiose transport system permease protein	10.7814	0	4.41774
K10254	ohyA, sph; oleate hydratase [EC:4.2.1.53]	93.4391	445.384	114.37
K10353	E2.7.1.76, dak; deoxyadenosine kinase [EC:2.7.1.76]	0	0	148.24
K10439	rbsB; ribose transport system substrate-binding protein	323.892	339.735	226.777
K10440	rbsC; ribose transport system permease protein	351.744	305.761	225.796
K10441	rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]	338.717	270.545	253.775
K10530	lctO; L-lactate oxidase [EC:1.1.3.2]	0	185.197	219.905
K10531	pvdA, SIDA; L-ornithine N5-monooxygenase [EC:1.14.13.195 1.14.13.196]	3.59381	0	0
K10536	aguA; agmatine deiminase [EC:3.5.3.12]	56.6026	124.708	183.091
K10539	araG; L-arabinose transport system ATP-binding protein [EC:7.5.2.12]	18.4183	0	0
K10540	mglB; methyl-galactoside transport system substrate-binding protein	135.666	0	92.2817
K10541	mglC; methyl-galactoside transport system permease protein	4.04304	14.0866	34.8511
K10542	mglA; methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11]	69.6301	0	91.7909
K10543	xylF; D-xylose transport system substrate-binding protein	7.18763	100.263	48.5952
K10544	xylH; D-xylose transport system permease protein	48.0672	58.0035	26.0156
K10545	xylG; D-xylose transport system ATP-binding protein [EC:7.5.2.10]	32.7935	43.0883	46.1409
K10546	chvE; putative multiple sugar transport system substrate-binding protein	92.0915	0	0
K10547	gguB; putative multiple sugar transport system permease protein	61.544	31.9019	0
K10548	gguA; putative multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	98.8299	0	0
K10549	alsB; D-allose transport system substrate-binding protein	3.59381	0	0
K10550	alsC; D-allose transport system permease protein	0	0	6.38118
K10551	alsA; D-allose transport system ATP-binding protein [EC:7.5.2.8]	5.39072	0	0
K10553	frcC; fructose transport system permease protein	0	0	2.94516
K10554	frcA; fructose transport system ATP-binding protein	38.1843	0	0
K10555	lsrB; AI-2 transport system substrate-binding protein	2.69536	0	13.2532
K10556	lsrC; AI-2 transport system permease protein	0	1.65724	8.83548
K10557	lsrD; AI-2 transport system permease protein	8.53531	0	15.2167
K10558	lsrA, ego; AI-2 transport system ATP-binding protein	17.9691	0	32.3968
K10559	rhaS; rhamnose transport system substrate-binding protein	8.98453	0	0
K10560	rhaP; rhamnose transport system permease protein	12.5783	1.65724	0
K10561	rhaQ; rhamnose transport system permease protein	0	23.2014	0
K10562	rhaT; rhamnose transport system ATP-binding protein [EC:7.5.2.-]	64.6886	29.4161	0
K10563	mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	229.106	508.774	488.406
