Feature ID	Taxon
seq6547	Bacteria; Proteobacteria; none; none; none; none; none
seq6548	Bacteria; Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio; none
seq6549	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Roseiarcus; none
seq6550	Bacteria; Myxococcota; Polyangia; Polyangiales; Sandaracinaceae; none; none
seq6551	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Spirosoma; none
seq6552	Bacteria; Deinococcota; Deinococci; Deinococcales; Deinococcaceae; Deinococcus; ficus
seq6553	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Spirosoma; humi
seq6554	Bacteria; Chloroflexi; Anaerolineae; Caldilineales; Caldilineaceae; none; none
seq6555	Bacteria; Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio; none
seq6556	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Psychroglaciecola; none
seq6557	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; none
seq6558	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; none; none; none
seq6559	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; none; none
seq6560	Bacteria; Firmicutes; Bacilli; Acholeplasmatales; Acholeplasmataceae; Acholeplasma; pleciae
seq6561	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq6562	Bacteria; Firmicutes; Bacilli; Acholeplasmatales; Acholeplasmataceae; Acholeplasma; none
seq6563	Bacteria; Proteobacteria; Alphaproteobacteria; Elsterales; none; none; none
seq6564	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Segetibacter; none
seq6565	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; none; none
seq6566	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; none
seq6567	Bacteria; Acidobacteriota; Holophagae; Subgroup 7; none; none; none
seq6568	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq6569	Bacteria; Methylomirabilota; Methylomirabilia; Rokubacteriales; none; none; none
seq6570	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Blautia; none
seq6571	Bacteria; Bdellovibrionota; Oligoflexia; Oligoflexales; Oligoflexaceae; none; none
seq6572	Bacteria; Armatimonadota; Chthonomonadetes; Chthonomonadales; Chthonomonadaceae; Chthonomonas; none
seq6573	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq6574	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter; insulae
seq6575	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq6576	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiales Incertae Sedis; none; none
seq6577	Bacteria; Proteobacteria; Gammaproteobacteria; KF-JG30-C25; none; none; none
seq6578	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq6579	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; alkylphenolica/putida
seq6580	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; none; none
seq6581	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Acidipila-Silvibacterium; none
seq6582	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium; none
seq6583	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter; none
seq6584	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Hymenobacteraceae; Hymenobacter; none
seq6585	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; Saccharimonadaceae; TM7a; none
seq6586	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq6587	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Taibaiella; none
seq6588	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Anaerocolumna; none
seq6589	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Flaviaesturariibacter; none
seq6590	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; Rhodopirellula; none
seq6591	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; Ruminococcus; none
seq6592	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; [Ruminococcus] gauvreauii group; none
seq6593	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; none; none
seq6594	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq6595	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingorhabdus; none
seq6596	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq6597	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Proteiniclasticum; none
seq6598	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; none; none
seq6599	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola; none
seq6600	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Thermomonas; none
seq6601	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; none; none
seq6602	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; Pseudoclavibacter; none
seq6603	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; none
seq6604	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq6605	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Antarcticibacterium; none
seq6606	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Peptoniphilus; none
seq6607	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq6608	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq6609	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter; none
seq6610	Bacteria; Proteobacteria; Alphaproteobacteria; Paracaedibacterales; Paracaedibacteraceae; none; none
seq6611	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Methylophilaceae; Methylotenera; none
seq6612	Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; none; none
seq6613	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Spirosoma; none
seq6614	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Empedobacter; none
seq6615	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq6616	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus; none
seq6617	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; none; none
seq6618	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Hymenobacteraceae; Hymenobacter; none
seq6619	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; env.OPS 17; none; none
seq6620	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium; none
seq6621	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium; none
seq6622	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq6623	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq6624	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq6625	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Rhizorhapis; none
seq6626	Bacteria; Actinobacteriota; Actinobacteria; Actinomycetales; Actinomycetaceae; none; none
seq6627	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; none; none
seq6628	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; none; none
seq6629	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq6630	Bacteria; Proteobacteria; Alphaproteobacteria; Azospirillales; none; none; none
seq6631	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq6632	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Luteococcus; none
seq6633	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Myroides; odoratus
seq6634	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Phyllobacterium; catacumbae
seq6635	Bacteria; Deinococcota; Deinococci; Deinococcales; Trueperaceae; Truepera; none
seq6636	Bacteria; Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Phormidiaceae; Planktothrix NIVA-CYA 15; none
seq6637	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq6638	Bacteria; Actinobacteriota; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Alloscardovia; omnicolens
seq6639	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; none; none
seq6640	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq6641	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; tannerae
seq6642	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; none; none
seq6643	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Asticcacaulis; none
seq6644	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; Pseudoclavibacter; bifida
seq6645	Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Selenomonadaceae; Centipeda; none
seq6646	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Tannerella; none
seq6647	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq6648	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Anaerostipes; none
seq6649	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Oribacterium; none
seq6650	Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Selenomonadaceae; Centipeda; none
seq6651	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; [Eubacterium] ventriosum group; none
seq6652	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Fimbriiglobus; none
seq6653	Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Selenomonadaceae; Selenomonas; none
seq6654	Bacteria; Deinococcota; Deinococci; Deinococcales; Trueperaceae; Truepera; none
seq6655	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium; none
seq6656	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq6657	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; none; none
seq6658	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Roseburia; none
seq6659	Bacteria; Cyanobacteria; Cyanobacteriia; Leptolyngbyales; Leptolyngbyaceae; Leptolyngbya ANT.L52.2; none
seq6660	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Hymenobacteraceae; Hymenobacter; none
seq6661	Bacteria; Actinobacteriota; Coriobacteriia; OPB41; none; none; none
seq6662	Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Sporomusaceae; none; none
seq6663	Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Sporomusaceae; Pelosinus; none
seq6664	Bacteria; Cyanobacteria; Cyanobacteriia; Leptolyngbyales; Leptolyngbyaceae; Leptolyngbya ANT.L52.2; none
seq6665	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Sellimonas; none
seq6666	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; none; none; none
seq6667	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Roseiarcus; none
seq6668	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; none
seq6669	Bacteria; Actinobacteriota; Actinobacteria; Kineosporiales; Kineosporiaceae; Kineococcus; none
seq6670	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; none; none; none
seq6671	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; CL500-29 marine group; none
seq6672	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; none; none; none
seq6673	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter; none
seq6674	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Parviterribacter; none
seq6675	Bacteria; Firmicutes; Clostridia; Oscillospirales; Butyricicoccaceae; Butyricicoccus; pullicaecorum
seq6676	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Paludibacteraceae; Paludibacter; none
seq6677	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Roseisolibacter; none
seq6678	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Erythrobacter; none
seq6679	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq6680	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus; none
seq6681	Bacteria; Verrucomicrobiota; Kiritimatiellae; WCHB1-41; none; none; none
seq6682	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_9; none
seq6683	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq6684	Archaea; Crenarchaeota; Nitrososphaeria; Group 1.1c; none; none; none
seq6685	Bacteria; Actinobacteriota; Thermoleophilia; none; none; none; none
seq6686	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Iamiaceae; Iamia; none
seq6687	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; none
seq6688	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Alcaligenaceae; Verticiella; none
seq6689	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Silanimonas; none
seq6690	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq6691	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq6692	Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Herpetosiphonaceae; Herpetosiphon; none
seq6693	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; Subdoligranulum; variabile
seq6694	Bacteria; Armatimonadota; Fimbriimonadia; Fimbriimonadales; Fimbriimonadaceae; none; none
seq6695	Bacteria; Chloroflexi; Ktedonobacteria; Ktedonobacterales; JG30-KF-AS9; none; none
seq6696	Bacteria; Proteobacteria; Alphaproteobacteria; Tistrellales; Geminicoccaceae; Candidatus Alysiosphaera; none
seq6697	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Rhodocyclaceae; Azospira; oryzae
seq6698	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq6699	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; none
seq6700	Bacteria; Firmicutes; Clostridia; Clostridia UCG-014; none; none; none
seq6701	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; genitalium
seq6702	Bacteria; Cyanobacteria; Vampirivibrionia; Gastranaerophilales; none; none; none
seq6703	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq6704	Bacteria; Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio; none
seq6705	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Johnsonella; none
seq6706	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Catonella; none
seq6707	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; none; none; none
seq6708	Bacteria; Chloroflexi; Gitt-GS-136; none; none; none; none
seq6709	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq6710	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Hymenobacteraceae; Hymenobacter; none
seq6711	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq6712	Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Paenibacillus; none
seq6713	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; none; none; none
seq6714	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; Caproiciproducens; none
seq6715	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq6716	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; dokdonensis
seq6717	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; none
seq6718	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq6719	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq6720	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; none; none
seq6721	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Peptoniphilus; none
seq6722	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq6723	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Sutterellaceae; Parasutterella; none
seq6724	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Marvinbryantia; none
seq6725	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Blautia; none
seq6726	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Curvibacter; none
seq6727	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; none; none; none
seq6728	Bacteria; Chloroflexi; KD4-96; none; none; none; none
seq6729	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq6730	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; F082; none; none
seq6731	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter; none
seq6732	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Nitrosomonadaceae; IS-44; none
seq6733	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Geodermatophilaceae; none; none
seq6734	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Dorea; none
seq6735	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; Pirellula; none
seq6736	Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Spirochaetaceae; Sphaerochaeta; none
seq6737	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; none; none
seq6738	Bacteria; Verrucomicrobiota; Kiritimatiellae; WCHB1-41; none; none; none
seq6739	Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Selenomonadaceae; Selenomonas; none
seq6740	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Flavimaricola; none
seq6741	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
